epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
53,16804.7,1.98254,1.72009,2.21433,0.41332,0.45644,0.32724,0.11368,2.04691,8.35331,2.61566,0.004852,0.004852,0.004852
54,17116.5,2.08591,1.81457,2.23128,0.31961,0.47059,0.32617,0.12633,2.08132,7.93998,2.60505,0.004753,0.004753,0.004753
55,17429.6,2.06297,1.65994,2.20073,0.21369,0.52941,0.24955,0.09312,2.17238,8.14564,2.76689,0.004654,0.004654,0.004654
56,17752.4,1.85735,1.81621,2.17722,0.46668,0.23529,0.28877,0.08758,2.24592,3.70408,2.79041,0.004555,0.004555,0.004555
57,18069.3,1.93368,1.7477,2.24221,0.37216,0.59291,0.41646,0.12245,2.24821,2.44822,2.79846,0.004456,0.004456,0.004456
58,18380,1.80603,1.68717,2.00305,0.4985,0.52941,0.59585,0.19277,2.21674,3.06345,2.68861,0.004357,0.004357,0.004357
59,18699.6,1.88132,1.67001,2.11248,0.60105,0.52941,0.56463,0.21727,1.97274,2.60404,2.53335,0.004258,0.004258,0.004258
60,19021.6,1.95841,1.68888,2.17745,0.50362,0.41176,0.49639,0.24033,1.84888,2.92841,2.41559,0.004159,0.004159,0.004159
61,19336.1,1.84782,1.63583,2.08286,0.3889,0.58824,0.43561,0.23108,1.9267,2.51038,2.48213,0.00406,0.00406,0.00406
62,19644.1,1.95666,1.84408,2.24323,0.47702,0.52941,0.50851,0.25634,1.80083,1.9875,2.36896,0.003961,0.003961,0.003961
63,19964.4,1.94501,1.66273,2.08806,0.66997,0.47059,0.6137,0.27743,1.86529,1.8225,2.38913,0.003862,0.003862,0.003862
64,20284.2,1.97951,1.73693,2.2024,0.73806,0.58824,0.68252,0.30041,1.97679,1.92265,2.42844,0.003763,0.003763,0.003763
65,20594.7,2.01783,1.73301,2.13645,0.80018,0.58824,0.72498,0.29841,1.97748,1.84868,2.44981,0.003664,0.003664,0.003664
66,20912.2,1.94027,1.69989,2.20355,0.83974,0.58824,0.7321,0.27635,1.91145,1.71421,2.43032,0.003565,0.003565,0.003565
67,21235.8,1.9893,1.70075,2.15745,0.70614,0.58824,0.64436,0.24837,1.86911,1.67433,2.42975,0.003466,0.003466,0.003466
68,21544.5,1.82426,1.61887,2.01364,0.66475,0.52941,0.6038,0.1861,1.90576,1.97857,2.44277,0.003367,0.003367,0.003367
69,21856.9,1.98901,1.70253,2.21329,0.80186,0.4766,0.61679,0.19044,1.96628,2.17305,2.48189,0.003268,0.003268,0.003268
70,22178.6,1.92153,1.54289,2.09658,0.85787,0.58824,0.64074,0.21979,1.8979,2.04439,2.39933,0.003169,0.003169,0.003169
71,22495.5,1.83982,1.71978,2.21304,0.64869,0.52941,0.66912,0.26928,1.82681,2.03278,2.30687,0.00307,0.00307,0.00307
72,22810.5,1.72459,1.52265,2.00164,0.68576,0.52941,0.63626,0.27956,1.77049,2.04981,2.27671,0.002971,0.002971,0.002971
73,23130.2,1.80054,1.52976,2.00969,0.63692,0.52941,0.65722,0.28535,1.8174,1.81249,2.28798,0.002872,0.002872,0.002872
74,23449.9,1.75008,1.54485,2.00688,0.46369,0.58824,0.61493,0.27186,1.79686,1.69063,2.25069,0.002773,0.002773,0.002773
75,23769.3,1.83333,1.5521,2.0346,0.50993,0.58824,0.58972,0.27352,1.72443,1.65154,2.24417,0.002674,0.002674,0.002674
76,24083.4,1.85535,1.63202,2.1389,0.48423,0.58824,0.59964,0.28645,1.66322,1.58909,2.22144,0.002575,0.002575,0.002575
77,24405.5,1.68705,1.61546,2.01982,0.66028,0.57246,0.64098,0.27363,1.6997,1.62556,2.22049,0.002476,0.002476,0.002476
78,24718.9,1.8822,1.59936,2.11592,0.50807,0.64706,0.65506,0.30595,1.77246,1.72571,2.25022,0.002377,0.002377,0.002377
79,25034.1,2.00158,1.56131,2.1932,0.63623,0.61819,0.68259,0.32534,1.82328,1.70589,2.28594,0.002278,0.002278,0.002278
80,25355.8,1.77159,1.4651,1.97046,0.67789,0.52941,0.71007,0.29786,1.78131,1.61498,2.2349,0.002179,0.002179,0.002179
81,25668.7,1.80291,1.44106,1.97215,0.5901,0.64706,0.72983,0.29034,1.77038,1.65047,2.22695,0.00208,0.00208,0.00208
82,25978.7,1.77451,1.41511,2.02136,0.64712,0.70588,0.72441,0.31563,1.75941,1.70118,2.22706,0.001981,0.001981,0.001981
83,26300.6,1.75016,1.46003,1.84848,0.67838,0.70588,0.72633,0.31944,1.78212,1.76135,2.23045,0.001882,0.001882,0.001882
84,26622.3,1.82928,1.5102,2.03937,0.71387,0.70588,0.76941,0.33334,1.86634,1.8797,2.25994,0.001783,0.001783,0.001783
85,26939.6,1.72688,1.49052,1.8551,0.62693,0.70588,0.71692,0.33105,1.87755,1.73089,2.28975,0.001684,0.001684,0.001684
86,27249.2,1.8089,1.37988,2.01025,0.57074,0.70588,0.72273,0.35041,1.83107,1.63254,2.24123,0.001585,0.001585,0.001585
87,27571.4,1.70528,1.43939,1.99721,0.62451,0.64706,0.70608,0.34691,1.73721,1.55654,2.17879,0.001486,0.001486,0.001486
88,27887.3,1.70793,1.41042,1.92679,0.71921,0.64706,0.74587,0.36042,1.66669,1.51852,2.1207,0.001387,0.001387,0.001387
89,28203.6,1.77784,1.49746,1.98461,0.76427,0.64706,0.75074,0.35794,1.59182,1.49676,2.10851,0.001288,0.001288,0.001288
90,28520.7,1.80743,1.50585,2.02592,0.77483,0.64706,0.75861,0.33426,1.67714,1.50005,2.16013,0.001189,0.001189,0.001189
91,28833.5,1.66914,1.62497,1.9867,0.86096,0.58824,0.72022,0.29975,1.74134,1.58125,2.24528,0.00109,0.00109,0.00109
92,29131.7,1.61353,1.48599,1.9313,0.7623,0.58824,0.71546,0.28422,1.83243,1.66796,2.32463,0.000991,0.000991,0.000991
93,29435.3,1.69845,1.4503,1.9928,0.72111,0.58824,0.73919,0.29081,1.85477,1.72349,2.33341,0.000892,0.000892,0.000892
94,29743.4,1.61805,1.46732,1.89846,0.69277,0.58824,0.73719,0.31793,1.87618,1.70503,2.33741,0.000793,0.000793,0.000793
95,30054.9,1.68098,1.51804,1.96816,0.73108,0.64706,0.76587,0.33084,1.86983,1.64031,2.31142,0.000694,0.000694,0.000694
96,30355.9,1.65193,1.41439,1.89272,0.72668,0.64706,0.78952,0.35686,1.84901,1.57995,2.28598,0.000595,0.000595,0.000595
97,30661.6,1.695,1.46632,1.9965,0.91371,0.62407,0.80046,0.37564,1.82088,1.51777,2.25512,0.000496,0.000496,0.000496
98,30963.8,1.664,1.41675,1.97756,0.90623,0.56974,0.8029,0.38702,1.78082,1.48838,2.20915,0.000397,0.000397,0.000397
99,31277.2,1.66887,1.46936,2.04486,0.9123,0.61319,0.80699,0.38994,1.75718,1.4627,2.18292,0.000298,0.000298,0.000298
100,31577.5,1.6184,1.39338,1.89855,0.82859,0.64706,0.80139,0.38962,1.74781,1.44197,2.16284,0.000199,0.000199,0.000199
