epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
41,1126.28,1.36475,1.13024,1.30768,0.73961,0.47059,0.57618,0.29503,1.80983,10.1795,1.83341,0.00604,0.00604,0.00604
42,1153.47,1.38286,1.13568,1.35952,0.94445,0.64706,0.76983,0.39818,1.82193,5.12085,1.883,0.005941,0.005941,0.005941
43,1180.73,1.34038,1.01059,1.30448,0.78512,0.64706,0.70772,0.37053,1.72744,2.41004,1.84528,0.005842,0.005842,0.005842
44,1207.89,1.4165,1.07189,1.44244,0.85671,0.47059,0.66041,0.33266,1.74388,1.78579,1.86601,0.005743,0.005743,0.005743
45,1235.01,1.34488,1.01074,1.36027,0.49553,0.80934,0.60787,0.32813,1.7366,1.64896,1.81742,0.005644,0.005644,0.005644
46,1262.09,1.45327,1.08453,1.41493,0.64911,0.76186,0.65894,0.36477,1.73702,1.58525,1.82956,0.005545,0.005545,0.005545
47,1289.33,1.39292,1.06594,1.34553,0.58006,0.82353,0.61225,0.37246,1.61257,1.47314,1.62282,0.005446,0.005446,0.005446
48,1316.42,1.32155,1.04723,1.25066,0.6147,0.64706,0.66499,0.33007,1.53082,1.48761,1.58064,0.005347,0.005347,0.005347
49,1343.7,1.27886,1.0077,1.27365,0.41667,0.64706,0.42967,0.21825,1.70758,1.86726,1.79948,0.005248,0.005248,0.005248
50,1371.05,1.27904,0.95636,1.2609,0.44876,0.58824,0.46387,0.25378,1.78999,1.89903,1.91003,0.005149,0.005149,0.005149
51,1398.39,1.3509,0.98559,1.24994,0.76742,0.52941,0.66933,0.35446,1.61198,1.6122,1.61886,0.00505,0.00505,0.00505
52,1425.7,1.28515,0.97663,1.23104,0.5634,0.88235,0.74616,0.41488,1.41761,1.5696,1.43074,0.004951,0.004951,0.004951
53,1452.87,1.36841,0.95585,1.33249,0.54639,0.70588,0.70441,0.35115,1.48474,1.93871,1.466,0.004852,0.004852,0.004852
54,1480.07,1.32708,0.94913,1.26608,0.63513,0.41176,0.52964,0.28561,1.58864,2.42977,1.52333,0.004753,0.004753,0.004753
55,1507.32,1.3243,0.92707,1.28545,0.4535,0.47059,0.44664,0.25794,1.63549,3.0602,1.62999,0.004654,0.004654,0.004654
56,1534.47,1.26308,0.93646,1.2965,0.31781,0.58824,0.43159,0.25151,1.59596,3.34015,1.60555,0.004555,0.004555,0.004555
57,1561.87,1.2771,0.94419,1.26002,0.39392,0.52941,0.48102,0.27903,1.47717,3.2411,1.51462,0.004456,0.004456,0.004456
58,1589.09,1.17037,0.93388,1.17773,0.61948,0.47935,0.58026,0.30514,1.39169,2.55764,1.38093,0.004357,0.004357,0.004357
59,1616.54,1.18108,0.87463,1.20194,0.63407,0.61243,0.6356,0.3709,1.39346,1.88676,1.41559,0.004258,0.004258,0.004258
60,1643.75,1.23555,0.94844,1.28177,0.63881,0.64706,0.65933,0.35498,1.50982,1.77034,1.50303,0.004159,0.004159,0.004159
61,1671.14,1.18092,0.87365,1.20192,0.49404,0.58824,0.57423,0.32979,1.58953,1.68752,1.54908,0.00406,0.00406,0.00406
62,1698.55,1.15319,0.89477,1.19138,0.6512,0.55003,0.60552,0.33606,1.52934,1.72065,1.55815,0.003961,0.003961,0.003961
63,1725.76,1.24014,0.9804,1.21807,0.48783,0.52941,0.49845,0.33889,1.53956,1.67517,1.62131,0.003862,0.003862,0.003862
64,1753.05,1.23609,0.94325,1.22806,0.44623,0.8062,0.54884,0.32616,1.66677,1.3965,1.67814,0.003763,0.003763,0.003763
65,1780.17,1.23981,0.87162,1.20348,0.56236,0.76471,0.57646,0.32436,1.52995,1.27494,1.52549,0.003664,0.003664,0.003664
66,1807.57,1.17997,0.90957,1.21792,0.56476,0.76471,0.59585,0.36517,1.54101,1.30792,1.52098,0.003565,0.003565,0.003565
67,1834.77,1.19211,0.85143,1.20626,0.55587,0.76471,0.57842,0.3401,1.5964,1.30127,1.56947,0.003466,0.003466,0.003466
68,1862.19,1.18024,0.83162,1.17294,0.56313,0.76471,0.62473,0.35977,1.57189,1.26568,1.54551,0.003367,0.003367,0.003367
69,1889.56,1.07708,0.86971,1.17474,0.68406,0.76421,0.7119,0.40404,1.69221,1.22771,1.63446,0.003268,0.003268,0.003268
70,1916.87,1.17285,0.8254,1.16237,0.8835,0.64706,0.78985,0.41154,1.77465,1.17635,1.6848,0.003169,0.003169,0.003169
71,1944.34,1.14206,0.85358,1.2362,0.8513,0.70588,0.79698,0.36095,1.79689,1.17087,1.69619,0.00307,0.00307,0.00307
72,1971.63,1.13737,0.82014,1.19239,0.90777,0.70588,0.81412,0.38315,1.824,1.14311,1.71845,0.002971,0.002971,0.002971
73,1998.88,1.12297,0.8337,1.15463,0.90877,0.70588,0.8447,0.40634,1.79194,1.10403,1.70803,0.002872,0.002872,0.002872
74,2026.14,1.09519,0.82276,1.14864,0.90787,0.70588,0.87858,0.45536,1.7174,1.1356,1.60227,0.002773,0.002773,0.002773
75,2053.44,1.10416,0.81434,1.17125,0.82316,0.82155,0.91005,0.47464,1.67153,1.11028,1.61723,0.002674,0.002674,0.002674
76,2080.84,1.12793,0.82375,1.20805,0.71813,0.89977,0.85746,0.45659,1.67836,1.05364,1.62941,0.002575,0.002575,0.002575
77,2108.24,1.07713,0.78108,1.14863,0.73173,0.82353,0.84528,0.45817,1.62252,1.08076,1.55432,0.002476,0.002476,0.002476
78,2135.59,1.13725,0.80411,1.21562,0.775,0.81103,0.89368,0.47541,1.56967,1.04046,1.49785,0.002377,0.002377,0.002377
79,2162.8,1.12694,0.82017,1.18729,0.69927,0.95797,0.90136,0.4643,1.58788,0.99251,1.48964,0.002278,0.002278,0.002278
80,2190.25,1.07976,0.75512,1.13943,0.7302,1,0.90712,0.48021,1.58939,0.92366,1.48274,0.002179,0.002179,0.002179
81,2217.65,1.0772,0.71613,1.11726,0.76982,0.98419,0.93478,0.49243,1.58736,0.91462,1.4844,0.00208,0.00208,0.00208
82,2245.04,1.13231,0.75084,1.17023,0.84344,0.94118,0.95662,0.49561,1.57198,0.92098,1.48127,0.001981,0.001981,0.001981
83,2272.43,1.0899,0.78592,1.15133,0.94054,0.931,0.96784,0.54718,1.52216,0.92354,1.46002,0.001882,0.001882,0.001882
84,2299.8,1.06122,0.82924,1.20109,0.93871,0.90165,0.9583,0.58694,1.4543,0.94932,1.39011,0.001783,0.001783,0.001783
85,2327.08,1.02346,0.77744,1.10647,0.825,0.94118,0.945,0.59463,1.37312,0.92691,1.30153,0.001684,0.001684,0.001684
86,2354.43,0.98044,0.73602,1.07506,0.8532,0.94118,0.93669,0.60387,1.33626,0.8885,1.26502,0.001585,0.001585,0.001585
87,2381.74,0.93949,0.68334,1.07867,0.88475,0.94118,0.93349,0.59613,1.3317,0.86165,1.25425,0.001486,0.001486,0.001486
88,2409.14,1.02322,0.71421,1.10255,0.87071,0.94118,0.93056,0.596,1.37036,0.84048,1.2858,0.001387,0.001387,0.001387
89,2436.45,1.0481,0.72664,1.10781,0.87375,0.94118,0.93014,0.57778,1.41105,0.82895,1.32589,0.001288,0.001288,0.001288
90,2463.76,1.06662,0.77605,1.14116,0.8717,0.94118,0.93775,0.57031,1.45229,0.84406,1.37356,0.001189,0.001189,0.001189
91,2491.13,0.86167,0.73493,0.99248,0.83327,0.94118,0.93455,0.55019,1.46977,0.84803,1.42054,0.00109,0.00109,0.00109
92,2518.21,0.91985,0.68867,1.08747,0.91843,0.82353,0.926,0.54136,1.50171,0.85224,1.46814,0.000991,0.000991,0.000991
93,2545.47,0.94878,0.73612,1.10208,0.92646,0.82353,0.92067,0.5283,1.49901,0.86098,1.47204,0.000892,0.000892,0.000892
94,2572.7,0.86189,0.66454,1.048,0.92828,0.82353,0.93367,0.54172,1.48452,0.85411,1.45836,0.000793,0.000793,0.000793
95,2599.96,0.86902,0.66219,1.01232,0.85725,0.88235,0.94113,0.55254,1.44459,0.85988,1.42782,0.000694,0.000694,0.000694
96,2627.09,0.90856,0.66411,1.07559,0.93723,0.87856,0.94844,0.57027,1.42813,0.85282,1.41658,0.000595,0.000595,0.000595
97,2654.36,0.79318,0.62476,1.01275,0.98248,0.88235,0.95361,0.56113,1.41267,0.84249,1.41329,0.000496,0.000496,0.000496
98,2681.42,0.97525,0.67078,1.05924,0.98339,0.88235,0.95484,0.57162,1.3931,0.82858,1.40203,0.000397,0.000397,0.000397
99,2708.39,0.83774,0.65937,1.05296,0.98708,0.88235,0.95529,0.58002,1.38047,0.81406,1.39474,0.000298,0.000298,0.000298
100,2735.52,0.95358,0.66921,1.07418,0.98557,0.88235,0.95529,0.58162,1.37184,0.80498,1.38976,0.000199,0.000199,0.000199
